"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"A0A0D9RD85"	"A0A0D9RD85_CHLSB"	"unreviewed"	"T1-TrpRS (EC 6.1.1.2) (T2-TrpRS) (Tryptophan--tRNA ligase, cytoplasmic) (Tryptophanyl-tRNA synthetase)"	"WARS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"475"
"A0A0D9RCI1"	"A0A0D9RCI1_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 5"	"EIF5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"431"
"A0A0D9RCU2"	"A0A0D9RCU2_CHLSB"	"unreviewed"	"Pecanex_C domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"881"
"A0A0D9RBZ5"	"A0A0D9RBZ5_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"298"
"A0A0D9RC97"	"A0A0D9RC97_CHLSB"	"unreviewed"	"Phosphatidylinositol transfer protein beta"	"PITPNB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"264"
"A0A0D9RC89"	"A0A0D9RC89_CHLSB"	"unreviewed"	"Uncharacterized protein"	"FLNC"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2725"
"A0A0D9RCF2"	"A0A0D9RCF2_CHLSB"	"unreviewed"	"Calumenin"	"CALU"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"315"
"A0A0D9RC61"	"A0A0D9RC61_CHLSB"	"unreviewed"	"Scaffold attachment factor B2"	"SAFB2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"953"
"A0A0D9RCJ9"	"A0A0D9RCJ9_CHLSB"	"unreviewed"	"Family with sequence similarity 49 member B"	"CYRIB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"324"
"A0A0D9RDA4"	"A0A0D9RDA4_CHLSB"	"unreviewed"	"RRM domain-containing protein"	"CSTF2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"597"
"A0A0D9RDA8"	"A0A0D9RDA8_CHLSB"	"unreviewed"	"Serine/arginine repetitive matrix 2"	"SRRM2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2752"
"A0A0D9RC11"	"A0A0D9RC11_CHLSB"	"unreviewed"	"TNF receptor associated protein 1"	"TRAP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"704"
"A0A0D9RBP2"	"A0A0D9RBP2_CHLSB"	"unreviewed"	"KH RNA binding domain containing, signal transduction associated 3"	"KHDRBS3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"325"
"A0A0D9RCE1"	"A0A0D9RCE1_CHLSB"	"unreviewed"	"Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)"	"IDH1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"414"
"A0A0D9RD10"	"A0A0D9RD10_CHLSB"	"unreviewed"	"Uncharacterized protein"	"WASL"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"505"
"A0A0D9RD66"	"A0A0D9RD66_CHLSB"	"unreviewed"	"C2 domain-containing protein"	"CPNE1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"537"
"A0A0D9RBM0"	"A0A0D9RBM0_CHLSB"	"unreviewed"	"Ribosomal protein L15"	"RPL15"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"204"
"A0A0D9RCE7"	"A0A0D9RCE7_CHLSB"	"unreviewed"	"Erythrocyte membrane protein band 4.1 like 1"	"EPB41L1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1559"
"A0A0D9RD14"	"A0A0D9RD14_CHLSB"	"unreviewed"	"Dynein cytoplasmic 1 heavy chain 1"	"DYNC1H1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"4075"
"A0A0D9RC20"	"A0A0D9RC20_CHLSB"	"unreviewed"	"Annexin"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"327"
"A0A0D9RCY8"	"A0A0D9RCY8_CHLSB"	"unreviewed"	"Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta)"	"MAT2B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"334"
"A0A0D9RBU9"	"A0A0D9RBU9_CHLSB"	"unreviewed"	"LanC like 1"	"LANCL1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"399"
"A0A0D9RCS8"	"A0A0D9RCS8_CHLSB"	"unreviewed"	"Staphylococcal nuclease domain-containing protein (EC 3.1.31.1)"	"SND1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"910"
"A0A0D9RC70"	"A0A0D9RC70_CHLSB"	"unreviewed"	"Xpo1 domain-containing protein"	"TNPO3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"923"
"A0A0D9RC15"	"A0A0D9RC15_CHLSB"	"unreviewed"	"Lon protease homolog, mitochondrial (EC 3.4.21.53) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)"	"LONP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"961"
"A0A0D9RD06"	"A0A0D9RD06_CHLSB"	"unreviewed"	"Ribokinase (RK) (EC 2.7.1.15)"	"RBKS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"267"
"A0A0D9RCZ4"	"A0A0D9RCZ4_CHLSB"	"unreviewed"	"HATPase_c domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"387"
"A0A0D9RBS5"	"A0A0D9RBS5_CHLSB"	"unreviewed"	"EWS RNA binding protein 1"	"EWSR1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"382"
"A0A0D9RCQ3"	"A0A0D9RCQ3_CHLSB"	"unreviewed"	"FAST kinase domains 2"	"FASTKD2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"694"
"A0A0D9RBS8"	"A0A0D9RBS8_CHLSB"	"unreviewed"	"U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)"	"SNRPC"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"178"
"A0A0D9RC52"	"A0A0D9RC52_CHLSB"	"unreviewed"	"Scaffold attachment factor B"	"SAFB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"916"
"A0A0D9RD33"	"A0A0D9RD33_CHLSB"	"unreviewed"	"Serine and arginine rich splicing factor 3"	"SRSF3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"164"
"A0A0D9RCY9"	"A0A0D9RCY9_CHLSB"	"unreviewed"	"THO complex 6"	"THOC6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"341"
"A0A0D9RCW8"	"A0A0D9RCW8_CHLSB"	"unreviewed"	"RNA binding motif protein 39"	"RBM39"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"493"
"A0A0D9RC21"	"A0A0D9RC21_CHLSB"	"unreviewed"	"Kinesin light chain"	"KLC1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"617"
"A0A0D9RBW7"	"A0A0D9RBW7_CHLSB"	"unreviewed"	"Transmembrane protein 209"	"TMEM209"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"561"
"A0A0D9RD03"	"A0A0D9RD03_CHLSB"	"unreviewed"	"15S Mg(2+)-ATPase p97 subunit (EC 3.6.4.6) (Transitional endoplasmic reticulum ATPase) (Valosin-containing protein)"	"VCP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"806"
"A0A0D9RCC8"	"A0A0D9RCC8_CHLSB"	"unreviewed"	"Protein kinase domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"831"
"A0A0D9RCV3"	"A0A0D9RCV3_CHLSB"	"unreviewed"	"Triosephosphate isomerase (EC 5.3.1.1)"	"TPI1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"286"
"A0A0D9REY3"	"A0A0D9REY3_CHLSB"	"unreviewed"	"Acidic nuclear phosphoprotein 32 family member B"	"ANP32B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"251"
"A0A0D9REN3"	"A0A0D9REN3_CHLSB"	"unreviewed"	"Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"161"
"A0A0D9RDR4"	"A0A0D9RDR4_CHLSB"	"unreviewed"	"Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"335"
"A0A0D9REP7"	"A0A0D9REP7_CHLSB"	"unreviewed"	"Eukaryotic translation elongation factor 2"	"EEF2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"858"
"A0A0D9RDK9"	"A0A0D9RDK9_CHLSB"	"unreviewed"	"Protein-histidine N-methyltransferase (EC 2.1.1.85)"	"SETD3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"595"
"A0A0D9SDW3"	"A0A0D9SDW3_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"198"
"A0A0D9RDJ3"	"A0A0D9RDJ3_CHLSB"	"unreviewed"	"Perilipin"	"PLIN3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"435"
"A0A0D9RE81"	"A0A0D9RE81_CHLSB"	"unreviewed"	"EPS8 like 2"	"EPS8L2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"712"
"A0A0D9RFA2"	"A0A0D9RFA2_CHLSB"	"unreviewed"	"Uncharacterized protein"	"BLZF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"400"
"A0A0D9RDT3"	"A0A0D9RDT3_CHLSB"	"unreviewed"	"Condensin complex subunit 1"	"NCAPD2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1399"
"A0A0D9REF2"	"A0A0D9REF2_CHLSB"	"unreviewed"	"Mitogen-activated protein kinase kinase 2"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"400"
"A0A0D9RE03"	"A0A0D9RE03_CHLSB"	"unreviewed"	"NSFL1 cofactor p47 (p97 cofactor p47)"	"NSFL1C"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"370"
"A0A0D9RF66"	"A0A0D9RF66_CHLSB"	"unreviewed"	"Ribonuclease inhibitor (Ribonuclease/angiogenin inhibitor 1)"	"RNH1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"456"
"A0A0D9RE38"	"A0A0D9RE38_CHLSB"	"unreviewed"	"Uncharacterized protein"	"GALK2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"458"
"A0A0D9RDI6"	"A0A0D9RDI6_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 6 (eIF-6)"	"EIF6 ITGB4BP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"245"
"A0A0D9REJ1"	"A0A0D9REJ1_CHLSB"	"unreviewed"	"Ribosomal RNA-processing protein 40"	"EXOSC3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"275"
"A0A0D9RF48"	"A0A0D9RF48_CHLSB"	"unreviewed"	"Uncharacterized protein"	"MIF"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"115"
"A0A0D9RDK2"	"A0A0D9RDK2_CHLSB"	"unreviewed"	"Protein kinase domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"391"
"A0A0D9RET3"	"A0A0D9RET3_CHLSB"	"unreviewed"	"F-actin-capping protein subunit alpha"	"CAPZA2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"286"
"A0A0D9RFK8"	"A0A0D9RFK8_CHLSB"	"unreviewed"	"26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)"	"PSMD13"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"377"
"A0A0D9REW2"	"A0A0D9REW2_CHLSB"	"unreviewed"	"Testin"	"TES"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"421"
"A0A0D9RDZ6"	"A0A0D9RDZ6_CHLSB"	"unreviewed"	"IF rod domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"476"
"A0A0D9RDY2"	"A0A0D9RDY2_CHLSB"	"unreviewed"	"Peptidylprolyl isomerase (EC 5.2.1.8)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"145"
"A0A0D9RDI1"	"A0A0D9RDI1_CHLSB"	"unreviewed"	"SAM_MT_RSMB_NOP domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"816"
"A0A0D9RE27"	"A0A0D9RE27_CHLSB"	"unreviewed"	"Serine/threonine-protein phosphatase (EC 3.1.3.16)"	"PPP1CB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"327"
"A0A0D9RDZ9"	"A0A0D9RDZ9_CHLSB"	"unreviewed"	"SH3 domain-binding glutamic acid-rich-like protein"	"SH3BGRL"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"114"
"A0A0D9REI2"	"A0A0D9REI2_CHLSB"	"unreviewed"	"La ribonucleoprotein 1, translational regulator"	"LARP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"860"
"A0A0D9REQ6"	"A0A0D9REQ6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"G3BP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"466"
"A0A0D9RDQ0"	"A0A0D9RDQ0_CHLSB"	"unreviewed"	"Mitochondrial ribosomal protein L3"	"MRPL3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"348"
"A0A0D9RF13"	"A0A0D9RF13_CHLSB"	"unreviewed"	"N-acetylneuraminate synthase"	"NANS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"359"
"A0A0D9RFE0"	"A0A0D9RFE0_CHLSB"	"unreviewed"	"Cactin"	"CACTIN"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"688"
"A0A0D9REE8"	"A0A0D9REE8_CHLSB"	"unreviewed"	"WD_REPEATS_REGION domain-containing protein"	"GEMIN5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1512"
"A0A0D9RFH5"	"A0A0D9RFH5_CHLSB"	"unreviewed"	"Coatomer protein complex subunit beta 2"	"COPB2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"568"
"A0A0D9REY7"	"A0A0D9REY7_CHLSB"	"unreviewed"	"Basic leucine zipper and W2 domains 1"	"BZW1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"419"
"A0A0D9REC9"	"A0A0D9REC9_CHLSB"	"unreviewed"	"Phosphoglycerate kinase (EC 2.7.2.3)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"382"
"A0A0D9RFC8"	"A0A0D9RFC8_CHLSB"	"unreviewed"	"Endoplasmic reticulum protein 44"	"ERP44"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"406"
"A0A0D9REQ7"	"A0A0D9REQ7_CHLSB"	"unreviewed"	"Propionyl-CoA carboxylase subunit beta"	"PCCB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"539"
"A0A0D9RED5"	"A0A0D9RED5_CHLSB"	"unreviewed"	"Uncharacterized protein"	"MGST3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"152"
"A0A0D9RFB4"	"A0A0D9RFB4_CHLSB"	"unreviewed"	"5'-3' exoribonuclease (EC 3.1.13.-)"	"XRN2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"950"
"A0A0D9RDB1"	"A0A0D9RDB1_CHLSB"	"unreviewed"	"Myelin expression factor 2"	"MYEF2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"600"
"A0A0D9RF24"	"A0A0D9RF24_CHLSB"	"unreviewed"	"Annexin"	"ANXA6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"676"
"A0A0D9RFF7"	"A0A0D9RFF7_CHLSB"	"unreviewed"	"40S ribosomal protein S4"	"RPS4X"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"263"
"A0A0D9RE68"	"A0A0D9RE68_CHLSB"	"unreviewed"	"Transaldolase (EC 2.2.1.2)"	"TALDO1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"337"
"A0A0D9RDV7"	"A0A0D9RDV7_CHLSB"	"unreviewed"	"Actin-related protein 2/3 complex subunit 4"	"ARPC4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"168"
"A0A0D9RE37"	"A0A0D9RE37_CHLSB"	"unreviewed"	"CDV3 homolog"	"CDV3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"209"
"A0A0D9REJ8"	"A0A0D9REJ8_CHLSB"	"unreviewed"	"LIM and cysteine rich domains 1"	"LMCD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"365"
"A0A0D9RDH4"	"A0A0D9RDH4_CHLSB"	"unreviewed"	"Myosin heavy chain 10"	"MYH10"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1976"
"A0A0D9REV2"	"A0A0D9REV2_CHLSB"	"unreviewed"	"Nuclear cap binding protein subunit 1"	"NCBP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"790"
"A0A0D9RDS4"	"A0A0D9RDS4_CHLSB"	"unreviewed"	"Talin 1"	"TLN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2558"
"A0A0D9RE84"	"A0A0D9RE84_CHLSB"	"unreviewed"	"Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)"	"SNRPD3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"126"
"A0A0D9RFZ5"	"A0A0D9RFZ5_CHLSB"	"unreviewed"	"Spermatogenesis associated serine rich 2 like"	"SPATS2L"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"583"
"A0A0D9RFU8"	"A0A0D9RFU8_CHLSB"	"unreviewed"	"Hydroxyacylglutathione hydrolase"	"HAGH"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"309"
"A0A0D9RH35"	"A0A0D9RH35_CHLSB"	"unreviewed"	"26S proteasome AAA-ATPase subunit RPT1 (26S proteasome regulatory subunit 7) (Proteasome 26S subunit ATPase 2)"	"PSMC2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"433"
"A0A0D9RH12"	"A0A0D9RH12_CHLSB"	"unreviewed"	"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)"	"SUCLG2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"432"
"A0A0D9RGR5"	"A0A0D9RGR5_CHLSB"	"unreviewed"	"Kinesin light chain"	"KLC4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"633"
"A0A0D9RGN3"	"A0A0D9RGN3_CHLSB"	"unreviewed"	"Ribosomal_L2_C domain-containing protein"	"MRPL2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"305"
"A0A0D9RFP6"	"A0A0D9RFP6_CHLSB"	"unreviewed"	"O-GlcNAc transferase subunit p110 (EC 2.4.1.255) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit)"	"OGT"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1046"
"A0A0D9RH15"	"A0A0D9RH15_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (eIF-3 p48)"	"EIF3E EIF3S6 INT6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"445"
"A0A0D9RGW2"	"A0A0D9RGW2_CHLSB"	"unreviewed"	"NudC domain-containing protein 1"	"NUDCD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"583"
"A0A0D9RG87"	"A0A0D9RG87_CHLSB"	"unreviewed"	"10 kDa heat shock protein, mitochondrial (Chaperonin 10)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"102"
"A0A0D9RII9"	"A0A0D9RII9_CHLSB"	"unreviewed"	"40S ribosomal protein S2"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"293"
"A0A0D9RGR4"	"A0A0D9RGR4_CHLSB"	"unreviewed"	"Kinesin-like protein"	"KIF5B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"963"
"A0A0D9RGV9"	"A0A0D9RGV9_CHLSB"	"unreviewed"	"Actin-depolymerizing factor (Destrin)"	"DSTN"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"165"
"A0A0D9RGZ9"	"A0A0D9RGZ9_CHLSB"	"unreviewed"	"Uncharacterized protein"	"UFD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"307"
"A0A0D9RGK7"	"A0A0D9RGK7_CHLSB"	"unreviewed"	"Profilin"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"392"
"A0A0D9RHD1"	"A0A0D9RHD1_CHLSB"	"unreviewed"	"eIF-5a domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"210"
"A0A0D9RFZ0"	"A0A0D9RFZ0_CHLSB"	"unreviewed"	"U2 snRNP associated SURP domain containing"	"U2SURP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1028"
"A0A0D9RGA0"	"A0A0D9RGA0_CHLSB"	"unreviewed"	"Mitochondrial ribosomal protein S34"	"MRPS34"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"218"
"A0A0D9RH37"	"A0A0D9RH37_CHLSB"	"unreviewed"	"Peroxiredoxin-6 (EC 1.11.1.27)"	"PRDX6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"224"
"A0A0D9RH36"	"A0A0D9RH36_CHLSB"	"unreviewed"	"Uncharacterized protein"	"IGBP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"339"
"A0A0D9RGG2"	"A0A0D9RGG2_CHLSB"	"unreviewed"	"Jupiter microtubule associated homolog 2"	"JPT2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"190"
"A0A0D9RGU3"	"A0A0D9RGU3_CHLSB"	"unreviewed"	"PRA1 family protein"	"ARL6IP5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"188"
"A0A0D9RH40"	"A0A0D9RH40_CHLSB"	"unreviewed"	"SKIP_SNW domain-containing protein"	"SNW1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"536"
"A0A0D9RG34"	"A0A0D9RG34_CHLSB"	"unreviewed"	"RRM domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"201"
"A0A0D9RHF7"	"A0A0D9RHF7_CHLSB"	"unreviewed"	"AP-3 complex subunit delta"	"AP3D1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1219"
"A0A0D9RGD1"	"A0A0D9RGD1_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"EIF4A1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"406"
"A0A0D9RGJ5"	"A0A0D9RGJ5_CHLSB"	"unreviewed"	"Uncharacterized protein"	"RPS14"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"151"
"A0A0D9RG93"	"A0A0D9RG93_CHLSB"	"unreviewed"	"60 kDa chaperonin (EC 5.6.1.7) (60 kDa heat shock protein, mitochondrial) (Chaperonin 60) (Heat shock protein 60)"	"HSPD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"596"
"A0A0D9RGG4"	"A0A0D9RGG4_CHLSB"	"unreviewed"	"Splicing factor 3b subunit 1"	"SF3B1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1304"
"A0A0D9RGI6"	"A0A0D9RGI6_CHLSB"	"unreviewed"	"Clathrin heavy chain"	"CLTCL1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1914"
"A0A0D9RGM2"	"A0A0D9RGM2_CHLSB"	"unreviewed"	"Zinc finger CCCH domain-containing protein 14"	"ZC3H14"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"736"
"A0A0D9RHB9"	"A0A0D9RHB9_CHLSB"	"unreviewed"	"Protein kinase domain-containing protein"	"CSNK1A1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"353"
"A0A0D9RG28"	"A0A0D9RG28_CHLSB"	"unreviewed"	"NOPS domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"258"
"A0A0D9RFT3"	"A0A0D9RFT3_CHLSB"	"unreviewed"	"5'-3' exoribonuclease 1 (EC 3.1.13.-)"	"XRN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1707"
"A0A0D9RGH7"	"A0A0D9RGH7_CHLSB"	"unreviewed"	"Myosin VA"	"MYO5A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1287"
"A0A0D9RH65"	"A0A0D9RH65_CHLSB"	"unreviewed"	"Aha1_N domain-containing protein"	"AHSA1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"338"
"A0A0D9RFT6"	"A0A0D9RFT6_CHLSB"	"unreviewed"	"Structural maintenance of chromosomes protein"	"SMC2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1197"
"A0A0D9RFW8"	"A0A0D9RFW8_CHLSB"	"unreviewed"	"Peptidylprolyl isomerase (EC 5.2.1.8)"	"FKBP4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"459"
