"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"P0DMV9"	"HS71B_HUMAN"	"reviewed"	"Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)"	"HSPA1B HSP72"	"Homo sapiens (Human)"	"641"
"P10620"	"MGST1_HUMAN"	"reviewed"	"Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I)"	"MGST1 GST12 MGST"	"Homo sapiens (Human)"	"155"
"P12273"	"PIP_HUMAN"	"reviewed"	"Prolactin-inducible protein (Gross cystic disease fluid protein 15) (GCDFP-15) (Prolactin-induced protein) (Secretory actin-binding protein) (SABP) (gp17)"	"PIP GCDFP15 GPIP4"	"Homo sapiens (Human)"	"146"
"P11766"	"ADHX_HUMAN"	"reviewed"	"Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)"	"ADH5 ADHX FDH"	"Homo sapiens (Human)"	"374"
"P12035"	"K2C3_HUMAN"	"reviewed"	"Keratin, type II cytoskeletal 3 (65 kDa cytokeratin) (Cytokeratin-3) (CK-3) (Keratin-3) (K3) (Type-II keratin Kb3)"	"KRT3"	"Homo sapiens (Human)"	"628"
"P12268"	"IMDH2_HUMAN"	"reviewed"	"Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205) (IMPDH-II)"	"IMPDH2 IMPD2"	"Homo sapiens (Human)"	"514"
"P0DOY3"	"IGLC3_HUMAN"	"reviewed"	"Immunoglobulin lambda constant 3 (Ig lambda chain C region DOT) (Ig lambda chain C region NEWM) (Ig lambda-3 chain C regions)"	"IGLC3"	"Homo sapiens (Human)"	"106"
"P10644"	"KAP0_HUMAN"	"reviewed"	"cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1)"	"PRKAR1A PKR1 PRKAR1 TSE1"	"Homo sapiens (Human)"	"381"
"P04264"	"K2C1_HUMAN"	"reviewed"	"Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)"	"KRT1 KRTA"	"Homo sapiens (Human)"	"644"
"P10606"	"COX5B_HUMAN"	"reviewed"	"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)"	"COX5B"	"Homo sapiens (Human)"	"129"
"P11532"	"DMD_HUMAN"	"reviewed"	"Dystrophin"	"DMD"	"Homo sapiens (Human)"	"3685"
"P11021"	"BIP_HUMAN"	"reviewed"	"Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)"	"HSPA5 GRP78"	"Homo sapiens (Human)"	"654"
"P16278"	"BGAL_HUMAN"	"reviewed"	"Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1)"	"GLB1 ELNR1"	"Homo sapiens (Human)"	"677"
"P14868"	"SYDC_HUMAN"	"reviewed"	"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)"	"DARS1 DARS PIG40"	"Homo sapiens (Human)"	"501"
"P12956"	"XRCC6_HUMAN"	"reviewed"	"X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6)"	"XRCC6 G22P1"	"Homo sapiens (Human)"	"609"
"P15927"	"RFA2_HUMAN"	"reviewed"	"Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)"	"RPA2 REPA2 RPA32 RPA34"	"Homo sapiens (Human)"	"270"
"P13010"	"XRCC5_HUMAN"	"reviewed"	"X-ray repair cross-complementing protein 5 (EC 3.6.4.-) (86 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit) (CTC box-binding factor 85 kDa subunit) (CTC85) (CTCBF) (DNA repair protein XRCC5) (Ku80) (Ku86) (Lupus Ku autoantigen protein p86) (Nuclear factor IV) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining))"	"XRCC5 G22P2"	"Homo sapiens (Human)"	"732"
"P16949"	"STMN1_HUMAN"	"reviewed"	"Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)"	"STMN1 C1orf215 LAP18 OP18"	"Homo sapiens (Human)"	"149"
"P13804"	"ETFA_HUMAN"	"reviewed"	"Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)"	"ETFA"	"Homo sapiens (Human)"	"333"
"P16152"	"CBR1_HUMAN"	"reviewed"	"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196) (EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)"	"CBR1 CBR CRN SDR21C1"	"Homo sapiens (Human)"	"277"
"P15374"	"UCHL3_HUMAN"	"reviewed"	"Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)"	"UCHL3"	"Homo sapiens (Human)"	"230"
"P13051"	"UNG_HUMAN"	"reviewed"	"Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)"	"UNG DGU UNG1 UNG15"	"Homo sapiens (Human)"	"313"
"P63162"	"RSMN_HUMAN"	"reviewed"	"Small nuclear ribonucleoprotein-associated protein N (snRNP-N) (Sm protein D) (Sm-D) (Sm protein N) (Sm-N) (SmN) (Tissue-specific-splicing protein)"	"SNRPN HCERN3 SMN"	"Homo sapiens (Human)"	"240"
"P13693"	"TCTP_HUMAN"	"reviewed"	"Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23)"	"TPT1"	"Homo sapiens (Human)"	"172"
"P16989"	"YBOX3_HUMAN"	"reviewed"	"Y-box-binding protein 3 (Cold shock domain-containing protein A) (DNA-binding protein A) (Single-strand DNA-binding protein NF-GMB)"	"YBX3 CSDA DBPA"	"Homo sapiens (Human)"	"372"
"P13073"	"COX41_HUMAN"	"reviewed"	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)"	"COX4I1 COX4"	"Homo sapiens (Human)"	"169"
"A6NDH6"	"O5H15_HUMAN"	"reviewed"	"Olfactory receptor 5H15"	"OR5H15"	"Homo sapiens (Human)"	"313"
"P16435"	"NCPR_HUMAN"	"reviewed"	"NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)"	"POR CYPOR"	"Homo sapiens (Human)"	"677"
"P16401"	"H15_HUMAN"	"reviewed"	"Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3)"	"H1-5 H1F5 HIST1H1B"	"Homo sapiens (Human)"	"226"
"P13861"	"KAP2_HUMAN"	"reviewed"	"cAMP-dependent protein kinase type II-alpha regulatory subunit"	"PRKAR2A PKR2 PRKAR2"	"Homo sapiens (Human)"	"404"
"P15531"	"NDKA_HUMAN"	"reviewed"	"Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein)"	"NME1 NDPKA NM23"	"Homo sapiens (Human)"	"152"
"P14618"	"KPYM_HUMAN"	"reviewed"	"Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (p58)"	"PKM OIP3 PK2 PK3 PKM2"	"Homo sapiens (Human)"	"531"
"P13667"	"PDIA4_HUMAN"	"reviewed"	"Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)"	"PDIA4 ERP70 ERP72"	"Homo sapiens (Human)"	"645"
"P14923"	"PLAK_HUMAN"	"reviewed"	"Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3)"	"JUP CTNNG DP3"	"Homo sapiens (Human)"	"745"
"P15259"	"PGAM2_HUMAN"	"reviewed"	"Phosphoglycerate mutase 2 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 2) (Muscle-specific phosphoglycerate mutase) (Phosphoglycerate mutase isozyme M) (PGAM-M)"	"PGAM2 PGAMM"	"Homo sapiens (Human)"	"253"
"P13489"	"RINI_HUMAN"	"reviewed"	"Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)"	"RNH1 PRI RNH"	"Homo sapiens (Human)"	"461"
"P12882"	"MYH1_HUMAN"	"reviewed"	"Myosin-1 (Myosin heavy chain 1) (Myosin heavy chain 2x) (MyHC-2x) (Myosin heavy chain IIx/d) (MyHC-IIx/d) (Myosin heavy chain, skeletal muscle, adult 1)"	"MYH1"	"Homo sapiens (Human)"	"1939"
"P15880"	"RS2_HUMAN"	"reviewed"	"40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3) (Small ribosomal subunit protein uS5)"	"RPS2 RPS4"	"Homo sapiens (Human)"	"293"
"P13797"	"PLST_HUMAN"	"reviewed"	"Plastin-3 (T-plastin)"	"PLS3"	"Homo sapiens (Human)"	"630"
"P15924"	"DESP_HUMAN"	"reviewed"	"Desmoplakin (DP) (250/210 kDa paraneoplastic pemphigus antigen)"	"DSP"	"Homo sapiens (Human)"	"2871"
"P12883"	"MYH7_HUMAN"	"reviewed"	"Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform) (MyHC-slow) (Myosin heavy chain, cardiac muscle beta isoform) (MyHC-beta)"	"MYH7 MYHCB"	"Homo sapiens (Human)"	"1935"
"P13647"	"K2C5_HUMAN"	"reviewed"	"Keratin, type II cytoskeletal 5 (58 kDa cytokeratin) (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)"	"KRT5"	"Homo sapiens (Human)"	"590"
"P14174"	"MIF_HUMAN"	"reviewed"	"Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase)"	"MIF GLIF MMIF"	"Homo sapiens (Human)"	"115"
"P13646"	"K1C13_HUMAN"	"reviewed"	"Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)"	"KRT13"	"Homo sapiens (Human)"	"458"
"P15559"	"NQO1_HUMAN"	"reviewed"	"NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)"	"NQO1 DIA4 NMOR1"	"Homo sapiens (Human)"	"274"
"P13533"	"MYH6_HUMAN"	"reviewed"	"Myosin-6 (Myosin heavy chain 6) (Myosin heavy chain, cardiac muscle alpha isoform) (MyHC-alpha)"	"MYH6 MYHCA"	"Homo sapiens (Human)"	"1939"
"P13995"	"MTDC_HUMAN"	"reviewed"	"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase (EC 1.5.1.15); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]"	"MTHFD2 NMDMC"	"Homo sapiens (Human)"	"350"
"P15104"	"GLNA_HUMAN"	"reviewed"	"Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL) (EC 2.3.1.225)"	"GLUL GLNS"	"Homo sapiens (Human)"	"373"
"P14314"	"GLU2B_HUMAN"	"reviewed"	"Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)"	"PRKCSH G19P1"	"Homo sapiens (Human)"	"528"
"P14866"	"HNRPL_HUMAN"	"reviewed"	"Heterogeneous nuclear ribonucleoprotein L (hnRNP L)"	"HNRNPL HNRPL P/OKcl.14"	"Homo sapiens (Human)"	"589"
"P12814"	"ACTN1_HUMAN"	"reviewed"	"Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)"	"ACTN1"	"Homo sapiens (Human)"	"892"
"P14550"	"AK1A1_HUMAN"	"reviewed"	"Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)"	"AKR1A1 ALDR1 ALR"	"Homo sapiens (Human)"	"325"
"P16615"	"AT2A2_HUMAN"	"reviewed"	"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)"	"ATP2A2 ATP2B"	"Homo sapiens (Human)"	"1042"
"P16219"	"ACADS_HUMAN"	"reviewed"	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial (SCAD) (EC 1.3.8.1) (Butyryl-CoA dehydrogenase)"	"ACADS"	"Homo sapiens (Human)"	"412"
"P13639"	"EF2_HUMAN"	"reviewed"	"Elongation factor 2 (EF-2)"	"EEF2 EF2"	"Homo sapiens (Human)"	"858"
"P15311"	"EZRI_HUMAN"	"reviewed"	"Ezrin (Cytovillin) (Villin-2) (p81)"	"EZR VIL2"	"Homo sapiens (Human)"	"586"
"P13645"	"K1C10_HUMAN"	"reviewed"	"Keratin, type I cytoskeletal 10 (Cytokeratin-10) (CK-10) (Keratin-10) (K10)"	"KRT10 KPP"	"Homo sapiens (Human)"	"584"
"P14735"	"IDE_HUMAN"	"reviewed"	"Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)"	"IDE"	"Homo sapiens (Human)"	"1019"
"P13929"	"ENOB_HUMAN"	"reviewed"	"Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (MSE) (Skeletal muscle enolase)"	"ENO3"	"Homo sapiens (Human)"	"434"
"P13196"	"HEM1_HUMAN"	"reviewed"	"5-aminolevulinate synthase, nonspecific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)"	"ALAS1 ALAS3 ALASH OK/SW-cl.121"	"Homo sapiens (Human)"	"640"
"P14324"	"FPPS_HUMAN"	"reviewed"	"Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)"	"FDPS FPS KIAA1293"	"Homo sapiens (Human)"	"419"
"P14625"	"ENPL_HUMAN"	"reviewed"	"Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)"	"HSP90B1 GRP94 TRA1"	"Homo sapiens (Human)"	"803"
"P15170"	"ERF3A_HUMAN"	"reviewed"	"Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog)"	"GSPT1 ERF3A"	"Homo sapiens (Human)"	"499"
"Q9UQ88"	"CD11A_HUMAN"	"reviewed"	"Cyclin-dependent kinase 11A (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 2) (Cell division protein kinase 11A) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L2)"	"CDK11A CDC2L2 CDC2L3 PITSLREB"	"Homo sapiens (Human)"	"783"
"P18085"	"ARF4_HUMAN"	"reviewed"	"ADP-ribosylation factor 4"	"ARF4 ARF2"	"Homo sapiens (Human)"	"180"
"P18583"	"SON_HUMAN"	"reviewed"	"Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3)"	"SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312"	"Homo sapiens (Human)"	"2426"
"P17812"	"PYRG1_HUMAN"	"reviewed"	"CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1)"	"CTPS1 CTPS"	"Homo sapiens (Human)"	"591"
"P18124"	"RL7_HUMAN"	"reviewed"	"60S ribosomal protein L7 (Large ribosomal subunit protein uL30)"	"RPL7"	"Homo sapiens (Human)"	"248"
"P21980"	"TGM2_HUMAN"	"reviewed"	"Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Tissue transglutaminase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase-2) (TGase-2)"	"TGM2"	"Homo sapiens (Human)"	"687"
"P17900"	"SAP3_HUMAN"	"reviewed"	"Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3) [Cleaved into: Ganglioside GM2 activator isoform short]"	"GM2A"	"Homo sapiens (Human)"	"193"
"P19971"	"TYPH_HUMAN"	"reviewed"	"Thymidine phosphorylase (TP) (EC 2.4.2.4) (Gliostatin) (Platelet-derived endothelial cell growth factor) (PD-ECGF) (TdRPase)"	"TYMP ECGF1"	"Homo sapiens (Human)"	"482"
"P21796"	"VDAC1_HUMAN"	"reviewed"	"Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM)"	"VDAC1 VDAC"	"Homo sapiens (Human)"	"283"
"P18887"	"XRCC1_HUMAN"	"reviewed"	"DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)"	"XRCC1"	"Homo sapiens (Human)"	"633"
"P21912"	"SDHB_HUMAN"	"reviewed"	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)"	"SDHB SDH SDH1"	"Homo sapiens (Human)"	"280"
"P18206"	"VINC_HUMAN"	"reviewed"	"Vinculin (Metavinculin) (MV)"	"VCL"	"Homo sapiens (Human)"	"1134"
"P21291"	"CSRP1_HUMAN"	"reviewed"	"Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1) (Epididymis luminal protein 141) (HEL-141)"	"CSRP1 CSRP CYRP"	"Homo sapiens (Human)"	"193"
"P19404"	"NDUV2_HUMAN"	"reviewed"	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)"	"NDUFV2"	"Homo sapiens (Human)"	"249"
"P18754"	"RCC1_HUMAN"	"reviewed"	"Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1)"	"RCC1 CHC1"	"Homo sapiens (Human)"	"421"
"P18621"	"RL17_HUMAN"	"reviewed"	"60S ribosomal protein L17 (60S ribosomal protein L23) (Large ribosomal subunit protein uL22) (PD-1)"	"RPL17"	"Homo sapiens (Human)"	"184"
"P20042"	"IF2B_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta)"	"EIF2S2 EIF2B"	"Homo sapiens (Human)"	"333"
"P21953"	"ODBB_HUMAN"	"reviewed"	"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDE1B) (BCKDH E1-beta)"	"BCKDHB"	"Homo sapiens (Human)"	"392"
"P18510"	"IL1RA_HUMAN"	"reviewed"	"Interleukin-1 receptor antagonist protein (IL-1RN) (IL-1ra) (IRAP) (ICIL-1RA) (IL1 inhibitor) (Anakinra)"	"IL1RN IL1F3 IL1RA"	"Homo sapiens (Human)"	"177"
"P19013"	"K2C4_HUMAN"	"reviewed"	"Keratin, type II cytoskeletal 4 (Cytokeratin-4) (CK-4) (Keratin-4) (K4) (Type-II keratin Kb4)"	"KRT4 CYK4"	"Homo sapiens (Human)"	"520"
"P20618"	"PSB1_HUMAN"	"reviewed"	"Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)"	"PSMB1 PSC5"	"Homo sapiens (Human)"	"241"
"P22102"	"PUR2_HUMAN"	"reviewed"	"Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]"	"GART PGFT PRGS"	"Homo sapiens (Human)"	"1010"
"P22059"	"OSBP1_HUMAN"	"reviewed"	"Oxysterol-binding protein 1"	"OSBP OSBP1"	"Homo sapiens (Human)"	"807"
"P18031"	"PTN1_HUMAN"	"reviewed"	"Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B)"	"PTPN1 PTP1B"	"Homo sapiens (Human)"	"435"
"P20339"	"RAB5A_HUMAN"	"reviewed"	"Ras-related protein Rab-5A (EC 3.6.5.2)"	"RAB5A RAB5"	"Homo sapiens (Human)"	"215"
"P20340"	"RAB6A_HUMAN"	"reviewed"	"Ras-related protein Rab-6A (Rab-6)"	"RAB6A RAB6"	"Homo sapiens (Human)"	"208"
"P18669"	"PGAM1_HUMAN"	"reviewed"	"Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)"	"PGAM1 PGAMA CDABP0006"	"Homo sapiens (Human)"	"254"
"P20929"	"NEBU_HUMAN"	"reviewed"	"Nebulin"	"NEB"	"Homo sapiens (Human)"	"6669"
"P19338"	"NUCL_HUMAN"	"reviewed"	"Nucleolin (Protein C23)"	"NCL"	"Homo sapiens (Human)"	"710"
"P20700"	"LMNB1_HUMAN"	"reviewed"	"Lamin-B1"	"LMNB1 LMN2 LMNB"	"Homo sapiens (Human)"	"586"
"P17174"	"AATC_HUMAN"	"reviewed"	"Aspartate aminotransferase, cytoplasmic (cAspAT) (EC 2.6.1.1) (EC 2.6.1.3) (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic) (cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)"	"GOT1"	"Homo sapiens (Human)"	"413"
"P19012"	"K1C15_HUMAN"	"reviewed"	"Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)"	"KRT15 KRTB"	"Homo sapiens (Human)"	"456"
"P22033"	"MUTA_HUMAN"	"reviewed"	"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)"	"MMUT MUT"	"Homo sapiens (Human)"	"750"
"P17931"	"LEG3_HUMAN"	"reviewed"	"Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)"	"LGALS3 MAC2"	"Homo sapiens (Human)"	"250"
"P19174"	"PLCG1_HUMAN"	"reviewed"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)"	"PLCG1 PLC1"	"Homo sapiens (Human)"	"1290"
"P22061"	"PIMT_HUMAN"	"reviewed"	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)"	"PCMT1"	"Homo sapiens (Human)"	"227"
"P17980"	"PRS6A_HUMAN"	"reviewed"	"26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1) (TBP-1)"	"PSMC3 TBP1"	"Homo sapiens (Human)"	"439"
"P20472"	"PRVA_HUMAN"	"reviewed"	"Parvalbumin alpha"	"PVALB"	"Homo sapiens (Human)"	"110"
"P17987"	"TCPA_HUMAN"	"reviewed"	"T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha)"	"TCP1 CCT1 CCTA"	"Homo sapiens (Human)"	"556"
"P20338"	"RAB4A_HUMAN"	"reviewed"	"Ras-related protein Rab-4A"	"RAB4A RAB4"	"Homo sapiens (Human)"	"218"
"P17661"	"DESM_HUMAN"	"reviewed"	"Desmin"	"DES"	"Homo sapiens (Human)"	"470"
"P20073"	"ANXA7_HUMAN"	"reviewed"	"Annexin A7 (Annexin VII) (Annexin-7) (Synexin)"	"ANXA7 ANX7 SNX OK/SW-cl.95"	"Homo sapiens (Human)"	"488"
"P17540"	"KCRS_HUMAN"	"reviewed"	"Creatine kinase S-type, mitochondrial (EC 2.7.3.2) (Basic-type mitochondrial creatine kinase) (Mib-CK) (Sarcomeric mitochondrial creatine kinase) (S-MtCK)"	"CKMT2"	"Homo sapiens (Human)"	"419"
